CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_C2,ns_co_N3,ns_co_N2,ns_co_C4,ns_co_O2,ns_nc_O1,ns_nc_C2,ns_nc_C1,ns_nc_C3,ns_nc_N2,ns_nc_O2,ns_nc_C4,ns_nc_N3,ns_nc_N1,ec_co_C3_C3_1,ec_co_C3_C3_2,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C2_N3_1,ec_co_C3_N3_1,ec_co_C2_N2_1,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C3_N2_1,ec_co_C3_N2_2,ec_co_C2_N2_2,ec_co_N2_N3_1,ec_co_N2_N2_2,ec_co_N2_N2_1,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C4_N2_1,ec_co_C3_O2_1,ec_co_N3_O2_1,ec_co_C2_O2_1,ec_co_N3_N3_1,ec_co_C4_C4_1,ec_co_C4_O2_1,ec_co_N2_O2_1,ec_co_O2_O2_1,ec_co_C4_N3_1,ec_in_N3_C2_1,ec_in_C2_C2_1,ec_in_C2_C3_1,ec_in_C3_N2_1,ec_in_C3_C2_1,ec_in_C3_N3_1,ec_in_N3_C3_1,ec_in_N2_C2_1,ec_in_C3_O2_1,ec_in_C4_C2_1,ec_in_C3_C3_1,ec_in_C2_O2_1,ec_in_O2_C3_1,ec_in_N2_C3_1,ec_in_C4_C3_1,ec_in_O2_C2_1,ec_in_C2_N2_1,ec_in_C3_N2_2,ec_in_N2_O2_1,ec_in_C2_N3_1,ec_in_C2_C2_2,ec_in_C3_C2_2,ec_in_C4_O2_1,ec_in_N2_C4_1,ec_in_N2_C3_2,ec_ex_C3_O1_1,ec_ex_C3_O1_2,ec_ex_C2_C2_1,ec_ex_C2_O1_1,ec_ex_C3_C1_1,ec_ex_N2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O2_1,ec_ex_O2_C1_1,ec_ex_C2_C4_1,ec_ex_C4_O1_1,ec_ex_C4_C1_1,ec_ex_N3_C1_1,ec_ex_C2_N3_1,ec_ex_N3_C2_1,ec_ex_C3_C2_1,ec_ex_C3_C3_1,ec_ex_C3_N1_1,ec_ex_C2_N1_1,ec_ex_N2_C3_1,ec_ex_C2_C3_1,ec_ex_C2_O2_1,ec_ex_O2_C2_1,ec_ex_C4_C2_1,ec_ex_C3_N2_2,ec_ex_N2_O1_1,ec_ex_C2_C1_2,ec_ex_C3_C4_1,ec_ex_C3_N2_1,ec_ex_N2_C1_1,ec_ex_N3_C3_1,ec_ex_C3_N1_2,ec_ex_C3_N3_1,ec_ex_O2_C3_1,ec_ex_C2_O1_2,ec_ex_C4_O2_1,ec_ex_N2_C4_1,ec_ex_C2_C1_3,ec_ex_C2_N2_1,ec_ex_O2_C4_1,ec_ex_N2_C3_2,ec_ex_C2_C2_2,ec_ex_C2_N1_3,ec_ex_C4_N1_1,ec_ex_C4_C3_1,nsH
1124,19,13,3,1,126.316,0,9,4,0,4,0,2,0,6,0,0,0,2,0,4,9,0,0,0,0,3,0,1,2,0,0,0,0,0,2,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
1126,18,6,7,2,125.556,0,4,2,0,4,6,2,0,3,0,0,0,1,0,2,4,0,0,0,0,1,4,3,2,1,1,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1127,28,22,2,0,129.286,0,12,10,0,4,2,0,0,5,0,0,0,1,0,8,9,2,2,0,1,1,0,2,0,0,2,0,0,1,3,1,3,0,4,2,0,2,4,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1128,11,10,1,0,127.273,0,7,3,0,1,0,0,0,4,0,0,0,1,0,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
113,27,19,3,1,125.926,0,9,10,0,5,2,1,0,9,0,0,0,1,0,9,8,1,1,0,0,2,1,3,1,0,1,0,0,0,5,2,2,1,0,2,0,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1130,26,17,3,1,127.692,0,8,6,3,7,1,1,0,1,0,0,0,2,0,6,8,0,0,3,0,5,1,2,1,0,0,0,0,0,3,0,6,0,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
115,33,18,7,1,130.909,0,10,8,0,8,3,4,0,8,0,0,0,3,0,7,6,1,4,0,0,5,2,1,4,1,0,0,0,2,1,1,4,1,1,1,0,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
117,6,6,0,0,123.333,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
118,13,9,2,0,126.154,0,6,3,0,3,0,0,1,4,0,0,0,0,0,2,5,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
119,29,21,4,1,129.655,0,15,6,0,4,2,2,0,5,0,0,0,2,0,6,11,0,3,0,1,4,1,0,2,1,0,0,0,0,2,0,6,1,0,0,1,1,6,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
121,20,17,3,1,126,0,10,7,0,1,2,0,0,6,0,0,0,0,0,7,6,0,3,0,1,0,2,0,0,0,0,0,0,1,3,1,5,1,0,0,1,2,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
123,24,18,3,1,127.5,0,8,9,1,4,1,1,0,4,0,0,0,1,0,8,7,1,0,1,1,2,0,2,1,0,1,0,0,0,3,2,6,2,1,1,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21
125,13,6,3,1,127.692,0,2,4,0,5,1,1,0,2,0,0,0,1,0,3,2,1,0,0,0,2,1,3,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
126,14,9,2,0,125.714,0,3,6,0,4,1,0,0,2,0,0,0,1,0,5,2,1,1,0,0,1,1,3,0,0,0,0,0,0,2,1,2,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
127,14,9,3,1,127.143,0,5,4,0,3,1,1,0,4,0,0,0,0,0,3,4,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,4,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
128,13,6,3,1,127.692,0,2,4,0,4,3,0,0,2,0,0,0,1,0,3,2,1,0,0,0,2,3,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
129,13,6,4,1,127.692,0,2,4,0,4,3,0,0,2,0,0,0,1,0,3,2,1,0,0,0,2,3,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
132,16,6,6,1,128.75,0,2,4,0,4,6,0,0,2,0,0,0,1,0,3,2,1,0,0,0,2,5,2,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
133,13,6,2,0,127.692,0,2,4,0,5,1,1,0,2,0,0,0,1,0,3,2,1,0,0,0,2,1,3,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
136,25,17,3,1,128,0,10,7,0,5,3,0,0,6,0,0,0,1,0,7,9,0,1,0,0,3,1,2,0,1,1,0,0,0,1,1,8,2,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
137,30,21,4,1,126,0,13,8,0,5,1,3,0,7,0,0,0,2,0,7,12,1,1,0,0,3,1,2,2,0,0,0,1,0,3,2,5,2,0,2,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
138,9,9,0,0,124.444,0,7,2,0,0,0,0,0,4,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140,27,18,3,2,128.148,0,8,9,1,5,2,2,0,4,0,0,0,2,0,8,7,1,0,1,1,2,0,3,2,0,2,0,0,0,3,2,6,2,1,1,0,0,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23
142,9,6,3,1,122.222,0,5,1,0,1,2,0,0,3,0,0,0,0,0,1,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
143,20,13,3,1,125,0,9,3,1,4,2,1,0,3,0,0,0,0,0,3,9,0,0,1,0,1,1,3,0,0,1,0,1,0,1,0,2,1,0,0,0,2,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
144,32,26,2,0,127.5,0,16,10,0,5,0,1,0,7,0,0,0,3,0,9,13,1,3,0,0,4,0,1,1,0,0,0,0,0,3,1,6,3,0,2,0,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
145,35,32,1,0,127.429,0,21,11,0,3,0,0,0,12,0,0,0,2,0,10,13,1,8,0,0,2,0,1,0,0,0,0,0,0,3,1,5,5,0,2,0,3,4,8,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
152,15,12,1,0,126.667,0,7,5,0,3,0,0,0,5,0,0,0,1,0,4,7,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,2,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
154,21,12,4,2,128.571,0,7,5,0,4,4,1,0,5,0,0,0,0,0,4,4,1,3,0,0,2,4,2,0,0,0,0,1,0,0,0,2,1,0,2,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
161,31,28,1,0,125.806,0,19,9,0,3,0,0,0,8,0,0,0,2,0,9,15,0,4,0,0,2,0,0,0,0,0,0,0,1,2,1,10,4,0,0,1,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
165,33,26,3,1,124.848,0,16,10,0,5,1,1,0,9,0,0,0,1,0,8,16,2,0,0,0,3,1,2,1,0,0,0,0,0,2,0,8,4,3,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
166,30,21,4,1,126,0,13,8,0,5,1,3,0,7,0,0,0,2,0,7,12,1,1,0,0,3,1,2,2,0,0,0,1,0,3,2,5,3,0,2,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
167,21,16,5,1,120.952,0,10,5,1,1,4,0,0,6,0,0,0,0,0,5,10,0,0,1,0,0,3,1,0,1,0,0,0,0,2,2,5,4,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
168,36,32,1,0,127.222,0,20,12,0,4,0,0,0,12,0,0,0,2,0,10,13,2,7,0,0,2,0,2,0,0,0,0,0,0,3,1,5,5,0,4,0,3,4,6,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
173,30,26,2,0,128.667,0,16,8,2,3,0,1,0,3,0,0,0,2,0,7,13,1,0,2,3,3,0,0,1,0,0,0,0,0,2,0,10,1,2,1,0,2,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
177,19,10,3,2,129.474,0,5,5,0,5,2,2,0,4,0,0,0,2,0,5,3,0,1,0,1,2,0,3,2,2,0,0,0,0,1,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
178,33,28,1,0,125.455,0,16,11,1,5,0,0,0,11,0,0,0,1,0,10,10,1,6,1,0,1,0,4,0,0,0,0,0,0,4,1,4,2,1,2,0,4,3,3,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
179,14,6,4,1,127.143,0,2,4,0,4,4,0,0,2,0,0,0,1,0,3,2,1,0,0,0,2,4,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
181,14,6,5,1,127.143,0,2,4,0,4,4,0,0,2,0,0,0,1,0,3,2,1,0,0,0,2,4,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
185,18,14,1,0,124.444,0,8,6,0,4,0,0,0,3,0,0,0,1,0,5,7,1,1,0,0,1,0,3,0,0,0,0,0,0,2,1,2,1,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
186,12,10,1,0,128.333,0,6,4,0,2,0,0,0,4,0,0,0,1,0,4,4,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
187,26,20,2,0,124.615,0,10,10,0,4,2,0,0,6,0,0,0,0,0,9,10,1,0,0,0,0,0,3,0,0,2,0,0,1,4,1,8,1,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
189,26,19,3,1,124.615,0,9,10,0,5,1,1,0,9,0,0,0,1,0,9,8,1,1,0,0,2,1,3,1,0,0,0,0,0,4,3,5,3,0,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
190,22,12,4,2,128.182,0,7,5,0,5,3,2,0,5,0,0,0,0,0,4,4,1,3,0,0,2,3,3,1,0,0,0,1,0,0,0,2,1,0,2,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
191,40,30,4,1,125.5,0,18,12,0,6,2,2,0,9,0,0,0,2,0,9,18,3,0,0,0,3,1,3,2,0,1,0,0,0,2,1,11,4,5,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
196,23,23,0,0,121.739,0,15,8,0,0,0,0,0,6,0,0,0,0,0,6,15,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,3,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
