CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,LeafAC_C4_C4_1,ms,FC_5_C4_0_O2_1_/_2_/_0_0,FC_13_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_2_C4_0_/_/_0,rank,C4_2_O2_2_1,na_ex_S2,C4_2_N3_2_1,LeafAC_O2_P5_2,C4_2_C4_2_2,C4_2_N3_3_1,na_ex_F1,FC_33_C4_0_O2_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,LeafAC_N3_C4_1,LeafAC_C4_O2_1,FC_28_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_71_C4_0_O2_1_C4_1_H1_2_Cl1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_16_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_58_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_8_O2_0_/_/_0,N3_2_N3_2_1,n,N3_3_N3_3_1,C4_4_C4_4_1,C4_2_N3_2_2,LeafAC_O2_C4_2
15972757,0.666667,0.0,0.166667,0.0,0.0866957,0.25,0.0,0.25,0.571429,0.0,0.0,0.0,0,0.333333,0.142857,0.0,0,0.0,0.25,0,0,0.333333,0,0.0,0.0,0.551724,0,0.0,0.0,0.25
5429,0.208333,0.0,0.0,0.0,0.143867,0.5,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.0,0.142857,0.0,0,0.0,0.0,0,0,0.666667,0,0.0,0.0,0.241379,0,0.0,0.25,0.5
2153,0.208333,0.0,0.0,0.0,0.143867,0.5,0.0,0.166667,0.285714,0.0,0.0,0.333333,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.666667,0,0.0,0.0,0.241379,0,0.0,0.25,0.5
3033023,0.291667,0.0,0.0,0.333333,0.0974255,0.5,0.5,0.0833333,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.5
38235,0.125,0.0,0.0,0.5,0.0817138,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.275862,0,0.0,0.0,0.25
12541,0.0833333,0.0,0.0,0.166667,0.162806,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.0
6918,0.166667,0.0,0.166667,0.0,0.217903,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.25
5455,0.0833333,0.0,0.0,0.0,0.194346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.0
184964,0.416667,0.0833333,0.0,0.5,0.128975,0.0,0.0,0.0833333,0.285714,0.0,0.0,0.333333,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.482759,0,0.0,0.5,0.25
5546,0.5,0.0,0.0,0.0,0.138987,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.0
5556,0.666667,0.166667,0.0,0.166667,0.187077,0.0,0.0,0.416667,0.571429,0.0,0.0,0.333333,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.5,0.586207,0,0.0,0.0,0.0
9477,0.25,0.25,0.0,0.333333,0.246862,0.0,0.0,0.0833333,0.142857,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.37931,0,0.0,0.0,0.0
5564,0.5,0.25,0.166667,0.0,0.266784,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.37931,0,0.0,0.0,0.0
16211761,0.75,0.0,0.0,0.5,0.117585,0.0,0.0,0.25,0.428571,0.0,0.0,0.0,1,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.689655,0,0.0,0.0,0.0
39040,0.333333,0.0,0.0,0.166667,0.174912,0.0,0.0,0.25,0.428571,0.0,0.0,0.0,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.5,0.241379,0,0.0,0.25,0.0
9899,0.25,0.0,0.166667,0.0,0.213977,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.428571,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.25
76958582,0.25,0.5,0.0,0.0,0.267373,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.571429,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0,0.0,0.5
37264,0.583333,0.0,0.166667,0.333333,0.0971731,0.25,0.0,0.25,0.428571,0.5,0.0,0.0,0,0.0,0.571429,0.0,0,0.333333,0.75,0,0,0.0,0,0.333333,0.0,0.862069,0,0.0,0.0,0.25
5578,0.458333,0.0,0.0,0.0,0.103742,0.0,0.0,0.166667,0.285714,0.0,0.0,0.333333,0,0.0,0.0,0.0,0,0.666667,0.75,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.0
9170,0.75,0.0,0.0,0.0,0.109541,0.0,0.0,0.5,0.571429,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
12444557,0.416667,0.0,0.5,0.0,0.125816,0.0,0.0,0.166667,0.428571,0.0,0.0,0.333333,0,0.166667,0.142857,0.0,0,0.333333,0.0,0,0,0.0,0,0.333333,0.0,0.448276,0,0.0,0.25,0.0
1174,0.166667,0.0,0.0,0.0,0.170789,0.5,0.0,0.0,0.142857,0.0,0.0,0.333333,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.5
1178,0.208333,0.0,0.166667,0.0,0.14576,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.666667,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.25,0.25
40424356,0.166667,0.0,0.0,0.166667,0.13916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.5,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.25
8468,0.25,0.0,0.333333,0.0,0.137809,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
780354,0.375,0.166667,0.0,0.166667,0.215024,0.5,0.0,0.0833333,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.413793,0,0.0,0.0,0.5
3893,0.375,0.0,0.166667,0.166667,0.0269667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.25
54688261,0.708333,0.0,0.166667,0.166667,0.120051,0.25,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.333333,0.0,0.586207,0,0.0,0.0,0.5
12060,0.25,0.0,0.166667,0.0,0.424971,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
447,0.25,0.0833333,0.166667,0.0,0.209423,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
8497,0.25,0.0,0.166667,0.0,0.188111,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
7418,0.25,0.0,0.166667,0.166667,0.10797,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
67069,0.25,0.0,0.166667,0.0,0.107774,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
11163,0.0833333,0.0,0.166667,0.0,0.115361,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.5
12755,0.208333,0.0,0.0,0.0,0.0977621,0.25,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.333333,0.142857,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.0689655,0,0.0,0.0,0.25
11364,0.25,0.0,0.0,0.166667,0.0803084,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
6941,0.25,0.0,0.166667,0.0,0.424971,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
12136,0.291667,0.0,0.0,0.0,0.107774,0.0,0.0,0.0833333,0.142857,0.5,0.0,0.0,0,0.333333,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
335,0.25,0.0,0.166667,0.166667,0.0795053,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
10973,0.0416667,0.0,0.0,0.333333,0.0585829,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.25
11087,0.25,0.0,0.166667,0.0,0.188111,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.25
77922,0.0,0.0,0.0,0.5,0.0585829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.25
6270,0.291667,0.0,0.0,0.166667,0.0803084,0.0,0.0,0.0833333,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.25
11522,0.25,0.0,0.0,0.0,0.673734,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
7474,0.25,0.0833333,0.0,0.0,0.238264,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.0
6318,0.25,0.0833333,0.166667,0.0,0.209423,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
2879,0.25,0.0,0.166667,0.166667,0.0795053,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
126,0.25,0.0,0.166667,0.0,0.128386,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.25
135,0.25,0.0,0.333333,0.0,0.14576,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.25
11505,0.25,0.0,0.166667,0.166667,0.0678817,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.0
7475,0.25,0.0,0.0,0.0,0.14576,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.0
7103,0.5,0.0,0.166667,0.0,0.102166,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.0
7393,0.25,0.0,0.166667,0.5,0.0530035,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.0
7115,0.75,0.0,0.0,0.0,0.0949647,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.833333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
11842,0.25,0.0,0.0,0.0,0.767668,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.0
12486,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.137931,0,0.0,0.0,0.0
12002,0.25,0.0,0.0,0.0,0.767668,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.103448,0,0.0,0.0,0.0
7243,0.25,0.0,0.0,0.0,0.0795053,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.666667,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
289,0.25,0.0,0.333333,0.0,0.118627,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
8360,0.125,0.166667,0.0,0.333333,0.250052,0.5,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.5
5054,0.25,0.0,0.333333,0.0,0.118627,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
2735009,0.0416667,0.0,0.0,0.333333,0.0742049,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
16478,0.416667,0.0,0.0,0.5,0.0634734,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.0
7814,0.25,0.0,0.0,0.0,0.0795053,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.666667,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
7804,0.25,0.0,0.0,0.0,0.535336,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
11306,0.416667,0.0,0.0,0.333333,0.0706714,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.206897,0,0.0,0.0,0.0
98494,0.5,0.0,0.0,0.0,0.1301,0.0,0.0,0.333333,0.428571,0.0,0.0,0.666667,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
10731,0.583333,0.0,0.166667,0.0,0.115194,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
13257,0.583333,0.0,0.0,0.166667,0.0922654,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
15604,0.541667,0.0,0.0,0.166667,0.0856211,0.0,0.0,0.333333,0.428571,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
12009,0.166667,0.0,0.0,0.0,0.137809,0.5,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.166667,0.142857,0.0,0,0.0,0.0,0,0,0.333333,0,0.0,0.0,0.103448,0,0.0,0.0,0.5
6862,0.458333,0.0,0.166667,0.0,0.114841,0.0,0.0,0.25,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.25
11080,0.416667,0.0,0.0,0.0,0.167845,0.0,0.0,0.25,0.285714,0.0,0.5,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.0
6849,0.416667,0.0,0.0,0.0,0.146643,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.241379,0,0.0,0.0,0.0
17083,0.375,0.0,0.166667,0.0,0.0329481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.333333,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.25
9200,0.833333,0.0,0.0,0.0,0.118478,0.0,0.0,0.666667,0.714286,0.0,0.0,0.0,0,0.666667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.0
11890575,0.708333,0.0,0.166667,0.5,0.0462082,0.25,0.0,0.0833333,0.571429,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.551724,0,0.0714286,0.0,0.25
91662,0.5,0.416667,0.0,0.0,0.3646,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
4064,0.166667,0.0,0.0,0.333333,0.0744191,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.666667,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.5
6404,0.0,0.0,0.166667,0.5,0.0137417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
40478,0.5,0.583333,0.0,0.0,0.475104,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.0
40484,0.5,0.75,0.0,0.0,0.585609,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.517241,0,0.0,0.0,0.0
41363,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
36188,0.5,0.416667,0.0,0.0,0.3646,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
16495,0.5,0.666667,0.0,0.0,0.530357,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.482759,0,0.0,0.0,0.0
40172,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
38016,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
38040,0.5,0.333333,0.0,0.0,0.309348,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
40476,0.5,0.583333,0.0,0.0,0.475104,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.0
40500,0.5,0.583333,0.0,0.0,0.475104,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.448276,0,0.0,0.0,0.0
40234,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
41404,0.5,0.416667,0.0,0.0,0.3646,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
38014,0.5,0.416667,0.0,0.0,0.3646,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
40471,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
92391,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
17097,0.5,0.333333,0.0,0.0,0.309348,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
37034,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
38876,0.5,0.333333,0.0,0.0,0.309348,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
37248,0.5,0.333333,0.0,0.0,0.309348,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
38877,0.5,0.333333,0.0,0.0,0.309348,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
37803,0.5,0.25,0.0,0.0,0.254096,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
27588,0.5,0.333333,0.0,0.0,0.309348,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.344828,0,0.0,0.0,0.0
25622,0.5,0.166667,0.0,0.0,0.198844,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.275862,0,0.0,0.0,0.0
37250,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
47651,0.5,0.416667,0.0,0.0,0.3646,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
11676,0.0,0.0,0.166667,0.833333,0.0117786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0689655,0,0.0,0.0,0.0
38019,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
63072,0.5,0.5,0.0,0.0,0.419852,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.166667,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.413793,0,0.0,0.0,0.0
17348,0.5,0.416667,0.0,0.0,0.3646,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.37931,0,0.0,0.0,0.0
6028,0.25,0.333333,0.166667,0.0,0.470508,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.0
38035,0.5,0.25,0.0,0.0,0.254096,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.333333,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
13636,0.25,0.333333,0.166667,0.0,0.470508,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.172414,0,0.0,0.0,0.0
41540,0.5,0.25,0.0,0.0,0.254096,0.0,0.0,0.166667,0.285714,0.0,0.0,0.0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.310345,0,0.0,0.0,0.0
