CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,LeafAC_C4_C4_1,LeafAC_O2_C4_2,ms,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,n_in,na_ex_S2,LeafAC_O2_S6_1,na_ex_C4,LeafAC_O2_P5_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_N3_2_1,LeafAC_C4_N3_1,LeafAC_C4_O2_1,FC_1_C4_0_H1_1_/_1_/_0_0,bd_in_2,FC_31_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,na_in_N3,FC_57_C4_0_F1_1_F1_1_/_1_1_/_0_0_0,FC_12_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,LeafAC_O2_S4_2,S2_2_S2_2_1,FC_237_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_/_0_0_0_0_0_0,N3_2_N3_2_1,FC_25_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_37_C4_0_I1_1_/_1_/_0_0,FC_41_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0
11993,0.125,0.0833333,0.0,0.0,0.0,0.375904,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0
12001,0.0208333,0.0,0.0,0.0555556,0.125,0.0866323,0.0,0.0535714,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12020,0.0208333,0.0,0.0416667,0.0555556,0.0,0.0294721,0.0,0.0178571,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12025,0.0833333,0.0,0.0,0.0,0.125,0.0573013,0.0,0.0892857,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12040,0.0416667,0.0,0.0416667,0.166667,0.0,0.0165157,0.25,0.0357143,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
101799,0.229167,0.0,0.166667,0.0,0.125,0.0896027,0.0,0.232143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
69267,0.125,0.0,0.0416667,0.0,0.0,0.10422,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
69275,0.125,0.0,0.0416667,0.0,0.0,0.10422,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12161,0.125,0.0,0.0,0.0555556,0.0,0.0494573,0.0,0.107143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12198,0.0416667,0.0,0.0,0.166667,0.25,0.067301,0.0,0.0714286,0.0,0.0,0.208333,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
73956,0.291667,0.0,0.0,0.111111,0.25,0.0435969,0.0,0.321429,0.0,0.0,0.166667,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12204,0.1875,0.0,0.0,0.111111,0.25,0.0432549,0.0,0.196429,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12216,0.104167,0.0,0.0416667,0.111111,0.0,0.0157184,0.25,0.0892857,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
69363,0.0208333,0.0,0.0,0.166667,0.125,0.0361019,0.0,0.0357143,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12250,0.0208333,0.0,0.0,0.111111,0.0,0.0178446,0.0,0.0178571,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12269,0.125,0.0833333,0.0,0.0,0.0,0.375904,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.166667,0.0
69374,0.125,0.0,0.0833333,0.0,0.0,0.0659491,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
69383,0.145833,0.0,0.0416667,0.222222,0.0,0.0270258,0.0,0.160714,0.0,0.0,0.25,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
95650,0.0833333,0.0,0.0833333,0.111111,0.0,0.034524,0.0,0.0892857,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12329,0.125,0.0,0.0,0.0,0.25,0.0609812,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
69409,0.0625,0.0,0.0,0.111111,0.25,0.067301,0.0,0.0892857,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12388,0.1875,0.0,0.0,0.111111,0.0,0.00825093,0.5,0.160714,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12391,0.229167,0.0,0.0,0.111111,0.0,0.00879709,0.5,0.196429,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12508,0.0208333,0.0,0.0,0.166667,0.125,0.0396378,0.0,0.0357143,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12512,0.0,0.0,0.0,0.222222,0.0,0.0170853,0.0,0.0178571,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12541,0.0416667,0.0,0.0,0.0555556,0.0,0.118749,0.0,0.0892857,0.5,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12568,0.145833,0.0,0.0,0.0555556,0.25,0.105929,0.0,0.160714,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12679,0.0,0.0,0.0,0.0,0.0,0.0484632,0.0,0.0178571,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
229052,0.0,0.0,0.0,0.111111,0.0,0.105549,0.0,0.0357143,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
53874491,0.104167,0.0,0.166667,0.0555556,0.25,0.0774867,0.0,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12720,0.0,0.0,0.0,0.0,0.0,0.0563813,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
101840,0.125,0.0,0.0,0.0,0.0,0.303947,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12814,0.104167,0.666667,0.0,0.0,0.0,0.532377,0.0,0.0892857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2754758,0.125,0.0,0.0,0.0,0.0,0.136511,0.0,0.125,0.5,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12853,0.1875,0.0,0.0,0.111111,0.0,0.0858206,0.0,0.196429,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.208333,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12960,0.0,0.0,0.0,0.333333,0.0,0.105882,0.0,0.232143,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12986,0.0208333,0.0,0.0,0.111111,0.0,0.0125292,0.0,0.0178571,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
12992,0.0416667,0.0,0.0,0.222222,0.0,0.0205023,0.0,0.0357143,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
13058,0.291667,0.0,0.0,0.0,0.0,0.0665011,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
69943,0.0208333,0.0,0.0,0.166667,0.0,0.0624849,0.25,0.0892857,0.0,0.0,0.25,0.25,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13138,0.125,0.0,0.0,0.166667,0.0,0.0280282,0.75,0.125,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13163,0.104167,0.0,0.0,0.111111,0.25,0.0559689,0.0,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13181,0.0416667,0.0,0.0416667,0.0,0.0,0.0294721,0.0,0.0357143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
92141,0.0833333,0.0,0.0833333,0.111111,0.0,0.034524,0.0,0.0892857,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13201,0.0625,0.0,0.0,0.111111,0.0,0.0396378,0.0,0.0892857,0.0,0.0,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
522772,0.0833333,0.0,0.0,0.0,0.0,0.11618,0.0,0.107143,0.5,0.0,0.0416667,0.0,0.0,0.0,0.25,0.0,0.0,0.107143,0.125,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13232,0.0833333,0.0,0.0,0.166667,0.125,0.0609812,0.0,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0,0.0,0.0,0.0,0.0
14709,0.354167,0.0,0.0,0.166667,0.25,0.0470794,0.0,0.321429,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
70085,0.0,0.25,0.0,0.111111,0.0,0.178261,0.0,0.0535714,0.0,0.0,0.208333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
61226,0.0208333,0.0,0.0,0.111111,0.25,0.0808702,0.0,0.0535714,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
70097,0.0416667,0.0,0.0,0.111111,0.25,0.0574686,0.0,0.0714286,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
70119,0.125,0.0,0.0416667,0.0,0.0,0.180314,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13397,0.125,0.0833333,0.0416667,0.0,0.0,0.113788,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13440,0.0625,0.0,0.0,0.166667,0.0,0.070733,0.0,0.160714,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13462,0.333333,0.0,0.0,0.0,0.0,0.111908,0.0,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321429,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13525,0.0833333,0.0,0.0,0.0,0.125,0.111473,0.0,0.125,0.5,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13526,0.0416667,0.0,0.0,0.0555556,0.0,0.104574,0.0,0.0892857,0.0,0.0,0.166667,0.25,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13543,0.0208333,0.0,0.0416667,0.0,0.125,0.0734666,0.0,0.0357143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
280045,0.125,0.0,0.0,0.111111,0.25,0.0416076,0.5,0.142857,0.0,0.0,0.166667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13561,0.145833,0.0,0.0,0.111111,0.125,0.0205023,0.5,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13567,0.0416667,0.0,0.0,0.0555556,0.0,0.068341,0.25,0.0535714,0.0,0.0,0.0833333,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13568,0.0416667,0.0,0.0,0.111111,0.0,0.0234922,0.0,0.0357143,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13591,0.0833333,0.0,0.0,0.0,0.0,0.0603679,0.0,0.0892857,0.0,0.0,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13613,0.125,0.0,0.0,0.0,0.0,0.0466997,0.0,0.125,0.0,0.0,0.0,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13632,0.166667,0.0,0.0,0.0,0.125,0.0358107,0.0,0.160714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13643,0.145833,0.0,0.0,0.0,0.0,0.0717581,0.0,0.142857,0.0,0.0,0.0416667,0.0,0.111111,0.0,0.0,0.125,0.0,0.178571,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2172636,0.1875,0.0,0.0,0.0,0.125,0.217345,0.0,0.178571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13707,0.0625,0.0,0.0,0.166667,0.0,0.108387,0.0,0.160714,0.0,0.0,0.208333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0416667,0.0,0.1,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
4325646,0.0416667,0.0,0.0,0.0555556,0.125,0.110552,0.0,0.0714286,0.0,0.0,0.0833333,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
226277,0.0625,0.0,0.0,0.111111,0.25,0.068341,0.0,0.107143,0.0,0.0,0.166667,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
61249,0.0416667,0.0,0.0416667,0.0555556,0.125,0.0645643,0.0,0.0535714,0.0,0.0,0.166667,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
61250,0.0625,0.0,0.0,0.0555556,0.0,0.0599692,0.25,0.0714286,0.0,0.0,0.0833333,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
13855,0.0833333,0.0,0.0,0.111111,0.0,0.0267969,0.0,0.0892857,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0,0.0,0.0,0.0,0.0
13857,0.104167,0.0,0.0,0.0555556,0.0,0.0747195,0.0,0.107143,0.0,0.0,0.0416667,0.0,0.111111,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
70523,0.208333,0.0,0.0,0.0,0.125,0.0313046,0.0,0.196429,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
61259,0.125,0.0,0.0,0.0,0.0,0.24953,0.0,0.107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14115,0.229167,0.0,0.0,0.0555556,0.0,0.0284754,0.25,0.196429,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.178571,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14210,0.0416667,0.0,0.0,0.0,0.125,0.11309,0.0,0.0714286,0.0,0.0,0.125,0.25,0.0,0.0,0.0,0.125,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14223,0.0416667,0.0,0.0833333,0.0,0.0,0.0695999,0.0,0.0535714,0.0,0.0,0.0833333,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14233,0.0,0.0,0.0,0.166667,0.125,0.0396378,0.0,0.0178571,0.0,0.0,0.208333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14242,0.104167,0.0,0.0,0.0,0.25,0.067301,0.0,0.0892857,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14245,0.0625,0.0,0.0,0.111111,0.0,0.0217612,0.25,0.0535714,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14257,0.145833,0.0,0.0,0.111111,0.0,0.00751751,0.5,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14337,0.145833,0.0,0.0,0.111111,0.125,0.0478387,0.0,0.160714,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14449,0.541667,0.0,0.125,0.111111,0.25,0.0588309,0.0,0.517857,0.0,0.0,0.166667,0.0,0.0,0.0833333,0.0,0.0,0.166667,0.25,0.0416667,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
14465,0.0208333,0.0,0.0,0.222222,0.125,0.0294721,0.0,0.0535714,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14566,0.1875,0.0,0.0,0.0,0.25,0.085563,0.0,0.178571,0.0,0.0,0.0416667,0.0,0.0,0.0,0.25,0.0,0.166667,0.178571,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
91497,0.25,0.0,0.0,0.333333,0.0,0.0380432,0.0,0.232143,0.0,0.0,0.25,0.0,0.0,0.166667,0.0,0.0,0.0,0.0714286,0.125,0.0,0.0,0.0,0.333333,0.0,0.0,0,0.0,0.0,0.0,0.0
14716,0.333333,0.0,0.0,0.111111,0.0,0.067375,0.25,0.357143,0.0,0.0,0.166667,0.25,0.0,0.0833333,0.0,0.0,0.0,0.357143,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
96229,0.395833,0.0,0.0,0.111111,0.25,0.0760133,0.0,0.410714,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.25,0.0,0.357143,0.333333,0.0,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
14913,0.125,0.0,0.0833333,0.333333,0.0,0.0296144,0.0,0.107143,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
15081,0.0833333,0.0,0.0,0.111111,0.0,0.0574686,0.0,0.107143,0.0,0.0,0.0833333,0.0,0.222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.333333,0.0,0.0,0,0.0,0.0,0.0,0.0
6432115,0.0416667,0.166667,0.0,0.0,0.0,0.149667,0.0,0.0357143,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
101175,0.25,0.0,0.0,0.0,0.125,0.0382489,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
74066,0.125,0.0,0.0,0.0,0.125,0.0813879,0.0,0.125,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.166667,0.142857,0.125,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
15286,0.0416667,0.0,0.0416667,0.111111,0.0,0.0292003,0.25,0.0535714,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5366239,0.0208333,0.0,0.0416667,0.111111,0.0,0.0294721,0.0,0.0178571,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
23424066,0.0208333,0.0,0.0,0.0555556,0.25,0.0755168,0.0,0.0535714,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.166667,0.0,0.0,0,0.0,0.0,0.0,0.0
15353,0.0833333,0.0,0.0416667,0.0,0.0,0.140985,0.0,0.125,0.0,0.0,0.0416667,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
5385799,0.0416667,0.0,0.0,0.0,0.0,0.07269,0.0,0.0357143,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
15415,0.0833333,0.0,0.0,0.111111,0.25,0.098492,0.0,0.142857,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.333333,0.0357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
15448,0.145833,0.0,0.0416667,0.111111,0.0,0.0151869,0.25,0.125,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
15450,0.0833333,0.0,0.0416667,0.111111,0.0,0.0160728,0.0,0.0714286,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
