CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_N2,ns_co_C2,ns_co_O2,ns_co_C4,ns_co_N3,ns_co_O0,ns_nc_C1,ns_nc_O1,ns_nc_C3,ns_nc_O2,ns_nc_C2,ns_nc_N1,ns_nc_N3,ns_nc_N2,ns_nc_C4,ec_co_C3_N2_1,ec_co_C3_C3_1,ec_co_C2_N2_1,ec_co_C2_C2_1,ec_co_C2_C3_1,ec_co_C3_C3_2,ec_co_C3_O2_1,ec_co_C2_C3_2,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C2_C2_2,ec_co_C4_C4_1,ec_co_C4_N2_1,ec_co_C2_O2_1,ec_co_C3_N2_2,ec_co_N2_N2_1,ec_co_C3_N3_1,ec_co_C2_N3_1,ec_co_C2_N2_2,ec_co_C4_O2_1,ec_co_N2_N2_2,ec_co_O2_O2_1,ec_in_C3_O2_1,ec_in_C3_C2_1,ec_in_C2_C2_2,ec_in_C2_O2_1,ec_in_C3_C3_1,ec_in_O2_C3_1,ec_in_C2_C2_1,ec_in_C2_C3_1,ec_in_C3_C2_2,ec_in_C2_C3_2,ec_in_O2_C2_1,ec_in_C3_N2_1,ec_in_N2_C3_1,ec_in_C2_N2_1,ec_in_O2_O2_1,ec_ex_C3_C1_1,ec_ex_C3_O1_2,ec_ex_C3_C3_1,ec_ex_O2_C2_1,ec_ex_C2_C1_3,ec_ex_O2_C3_1,ec_ex_C3_N1_1,ec_ex_C4_C1_1,ec_ex_C3_N3_1,ec_ex_N3_C1_1,ec_ex_C3_C2_1,ec_ex_C2_O1_1,ec_ex_C2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O1_1,ec_ex_C2_O1_2,ec_ex_C3_C2_2,ec_ex_C3_C1_2,ec_ex_C4_O1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C2_C2_2,ec_ex_C2_C1_2,ec_ex_C2_C3_1,ec_ex_N2_N1_1,ec_ex_C3_N2_1,ec_ex_C4_C2_1,ec_ex_C2_C3_2,ec_ex_N2_C2_2,ec_ex_N3_C2_1,ec_ex_C2_N1_3,ec_ex_N2_C1_1,ec_ex_C2_O2_1,ec_ex_N2_O1_2,ec_ex_C3_C4_1,ec_ex_O2_O1_1,ec_ex_C4_O2_1,nsH
15558252,54,43,1,0,129.63,0,21,19,3,11,0,0,0,1,0,0,0,1,0,19,0,14,7,3,0,0,5,6,0,0,0,0,0,0,0,0,8,0,4,15,0,13,1,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
16129778,122,87,1,0,135.082,0,32,55,0,35,0,0,0,30,0,0,0,10,0,55,0,21,11,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,21,10,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
16129878,122,87,1,0,135.082,0,32,55,0,35,0,0,0,30,0,0,0,10,0,55,0,21,11,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,21,10,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
16131300,122,87,1,0,135.082,0,32,55,0,35,0,0,0,30,0,0,0,10,0,55,0,21,11,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,21,10,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
16133892,122,87,1,0,135.082,0,32,55,0,35,0,0,0,30,0,0,0,10,0,55,0,21,11,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,21,10,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
16134267,122,87,1,0,135.082,0,32,55,0,35,0,0,0,30,0,0,0,10,0,55,0,21,11,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,21,10,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
16213094,27,18,2,0,120,0,12,6,0,6,3,0,0,9,0,0,0,3,0,6,0,12,0,0,0,0,6,0,0,0,3,0,0,0,0,0,1,0,4,4,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
24096961,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
24112890,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
24832091,31,13,4,3,134.194,0,3,10,0,8,10,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,5,3,0,5,5,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
24867865,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,8,1,9,0,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,8,1,0,1,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
44575418,25,17,2,0,129.6,0,7,6,4,7,0,1,0,1,0,0,0,3,0,6,0,6,1,4,0,0,2,5,1,0,0,0,0,0,0,0,1,0,1,3,0,1,0,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
44630107,11,7,1,0,123.636,0,3,2,2,4,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
44630173,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
44630304,25,17,2,0,129.6,0,7,6,4,7,0,1,0,1,0,0,0,3,0,6,0,6,1,4,0,0,2,5,1,0,0,0,0,0,0,0,1,0,1,3,0,1,0,5,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
45039692,11,6,2,0,123.636,0,3,3,0,4,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
46782954,23,12,2,0,139.13,0,3,8,1,8,3,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
46783411,54,43,1,0,129.63,0,21,19,3,11,0,0,0,1,0,0,0,1,0,19,0,14,7,3,0,0,5,6,0,0,0,0,0,0,0,0,8,0,4,15,0,13,1,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
54676825,29,5,19,1,129.655,0,1,4,0,6,16,2,0,1,0,0,0,2,0,4,0,0,1,0,0,0,1,5,2,1,15,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
54679407,29,5,19,1,129.655,0,1,4,0,6,16,2,0,1,0,0,0,2,0,4,0,0,1,0,0,0,1,5,2,1,15,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
54680660,29,5,19,1,129.655,0,1,4,0,6,16,2,0,1,0,0,0,2,0,4,0,0,1,0,0,0,1,5,2,1,15,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
58855793,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
66577029,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
69897601,31,26,2,0,129.032,0,10,13,1,3,2,0,0,4,0,0,0,1,0,11,0,9,1,1,2,2,2,1,0,2,0,0,0,0,0,0,5,0,2,7,1,1,3,1,3,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
71299657,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
71300666,56,39,3,1,128.571,0,19,20,0,9,7,1,0,12,0,0,0,2,0,19,3,15,1,0,1,0,6,2,1,6,0,1,0,1,0,2,10,0,3,12,3,2,5,0,0,2,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,48
71308193,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
71311077,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
86280331,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
87070941,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
87965006,12,0,2,0,140,0,0,0,0,8,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
91692850,23,12,2,0,139.13,0,3,8,1,8,3,0,0,0,0,0,0,0,0,8,0,0,3,1,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22
91746237,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
91884638,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
122164949,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
122172962,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
129010310,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
129659218,9,7,2,0,120,0,4,3,0,1,1,0,0,1,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
134129492,122,87,1,0,135.082,0,32,55,0,35,0,0,0,30,0,0,0,10,0,55,0,21,11,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,21,10,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
134129658,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
134694848,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
134715773,29,17,6,1,121.379,0,10,6,1,7,2,3,0,2,0,1,0,1,0,6,0,10,0,1,0,0,6,1,3,0,2,0,0,0,0,0,2,0,5,7,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
135564772,16,0,2,0,130,0,0,0,0,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28
135565233,12,0,2,0,133.333,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
