CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_C3,ns_co_O2,ns_co_C2,ns_co_N2,ns_co_C4,ns_co_N3,ns_nc_O1,ns_nc_C2,ns_nc_N1,ns_nc_C1,ns_nc_O2,ns_nc_C3,ns_nc_N2,ns_nc_N3,ns_nc_C4,ec_co_C3_O2_1,ec_co_C3_C3_1,ec_co_C2_O2_1,ec_co_C2_C3_1,ec_co_C2_C3_2,ec_co_C2_C2_1,ec_co_C2_C2_2,ec_co_C3_C3_2,ec_co_C3_N2_1,ec_co_C2_C4_1,ec_co_C3_C4_1,ec_co_C2_N2_1,ec_co_C3_N3_1,ec_co_C2_N2_2,ec_co_C3_N2_2,ec_co_C4_C4_1,ec_co_C4_N2_1,ec_co_N2_N2_2,ec_co_C4_O2_1,ec_co_C2_N3_1,ec_co_N2_N2_1,ec_co_N2_O2_1,ec_co_N2_N3_1,ec_co_N3_N3_1,ec_in_C3_O2_1,ec_in_C3_N2_1,ec_in_C2_C2_1,ec_in_C4_C2_1,ec_in_N2_C3_1,ec_in_N3_C2_1,ec_in_C2_O2_1,ec_in_O2_C3_1,ec_in_C3_C2_1,ec_in_C3_C3_1,ec_in_C2_C3_1,ec_in_C4_O2_1,ec_in_O2_C2_1,ec_in_C4_C3_1,ec_in_N3_C3_1,ec_in_C3_N3_1,ec_in_N2_C2_2,ec_in_C2_N2_1,ec_in_N2_C2_1,ec_in_C2_C2_2,ec_ex_C2_O1_1,ec_ex_C3_C2_1,ec_ex_C2_N1_3,ec_ex_C3_O1_1,ec_ex_C3_C1_1,ec_ex_C3_O1_2,ec_ex_C4_C1_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C3_C3_1,ec_ex_C3_C1_2,ec_ex_C2_C1_1,ec_ex_C4_C2_1,ec_ex_O2_C2_1,ec_ex_N2_C3_1,ec_ex_N3_C1_1,ec_ex_C2_C2_1,ec_ex_C3_N1_1,ec_ex_C2_C1_2,ec_ex_C3_N3_1,ec_ex_N2_C2_1,ec_ex_N2_C4_1,ec_ex_N2_C1_1,ec_ex_C3_N2_1,ec_ex_C4_C3_1,ec_ex_C2_C3_2,ec_ex_N3_C2_1,ec_ex_C2_C3_1,ec_ex_O2_C3_1,ec_ex_C2_C1_3,ec_ex_C3_C4_1,ec_ex_C4_O1_1,ec_ex_C2_O2_1,ec_ex_C2_N3_1,ec_ex_C2_C2_2,ec_ex_C2_C4_1,ec_ex_C2_O1_2,ec_ex_N2_N1_1,ec_ex_C3_C2_2,nsH
260,20,18,1,0,120,0,10,8,0,2,0,0,0,9,0,0,0,0,0,8,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
264,27,17,7,1,127.407,0,11,5,1,4,5,1,0,6,0,0,0,3,0,4,0,10,1,1,1,3,4,0,1,1,1,0,0,0,0,0,0,2,2,4,4,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
274,16,6,3,2,130,0,2,3,1,6,3,1,0,0,0,0,0,4,0,3,0,0,2,1,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
280,18,11,4,1,127.778,0,7,4,0,4,1,2,0,5,0,0,0,1,0,3,0,6,1,0,1,1,0,0,3,1,1,0,1,0,0,0,0,2,2,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
281,10,6,2,0,130,0,4,2,0,3,0,1,0,3,0,0,0,1,0,2,0,4,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
283,15,6,2,0,130.667,0,2,3,1,7,0,2,0,0,0,0,0,3,0,3,0,0,2,1,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
284,9,6,2,0,120,0,4,2,0,2,1,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
286,13,6,2,0,132.308,0,2,3,1,5,2,0,0,0,0,0,0,3,0,3,0,0,2,1,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
287,14,14,0,0,120,0,12,2,0,0,0,0,0,6,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
289,21,15,2,0,126.667,0,7,8,0,4,2,0,0,6,0,0,0,1,0,7,0,5,2,0,1,1,1,0,3,1,0,0,0,0,0,3,0,2,3,1,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
290,15,14,1,0,120,0,9,5,0,1,0,0,0,7,0,0,0,0,0,5,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
291,20,6,6,2,128,0,4,2,0,4,8,2,0,3,0,0,0,2,0,2,0,4,0,0,0,2,6,0,2,2,2,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
294,20,17,1,0,124,0,9,7,1,3,0,0,0,4,0,0,0,1,0,7,0,9,0,1,0,2,0,0,1,0,0,0,0,0,0,4,0,5,4,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
299,34,20,2,0,138.824,0,6,13,1,11,3,0,0,0,0,0,0,0,0,13,5,1,0,1,0,11,3,0,0,0,0,0,0,0,7,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
301,19,15,2,0,125.263,0,8,7,0,3,1,0,0,6,0,0,0,1,0,5,0,7,1,0,2,1,1,0,2,0,0,0,0,0,0,3,0,0,3,3,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
310,9,8,1,0,124.444,0,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
311,22,17,1,0,123.636,0,9,5,3,5,0,0,0,1,0,0,0,1,0,5,0,9,0,3,0,2,0,0,3,0,0,0,0,0,0,2,0,6,1,4,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30
312,13,6,3,2,129.231,0,4,2,0,3,3,1,0,3,0,0,0,1,0,2,0,4,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
313,8,6,1,0,120,0,4,2,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
314,14,14,0,0,122.857,0,10,4,0,0,0,0,0,7,0,0,0,0,0,4,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
316,11,6,3,1,123.636,0,4,2,0,2,3,0,0,3,0,0,0,1,0,2,0,4,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
318,8,6,1,0,135,0,4,2,0,2,0,0,0,1,0,0,0,2,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
319,10,9,1,0,130,0,6,3,0,1,0,0,0,4,0,0,0,0,0,3,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
321,19,16,2,0,126.316,0,11,4,1,2,1,0,0,6,0,0,0,0,0,4,0,9,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5,3,2,1,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
322,20,20,0,0,120,0,12,8,0,0,0,0,0,10,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
323,16,15,1,0,125,0,12,3,0,1,0,0,0,6,0,0,0,1,0,3,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
324,17,12,2,0,129.412,0,7,4,1,4,1,0,0,3,0,0,0,3,0,4,0,5,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
326,15,6,4,1,125.333,0,4,2,0,5,1,3,0,3,0,0,0,1,0,2,0,4,0,0,0,1,0,0,4,0,2,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
332,7,7,0,0,120,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
334,10,6,2,0,120,0,4,2,0,3,0,1,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
337,13,13,0,0,123.077,0,9,4,0,0,0,0,0,6,0,0,0,0,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
340,14,14,0,0,121.429,0,10,4,0,0,0,0,0,7,0,0,0,0,0,4,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
341,26,17,3,1,127.692,0,8,6,3,7,1,1,0,1,0,0,0,3,0,6,0,8,0,3,0,5,1,0,2,0,1,0,0,0,0,3,0,6,1,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28
342,12,6,2,0,140,0,1,5,0,5,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,5,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
343,8,6,1,0,125,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
345,29,18,5,1,126.897,0,9,9,0,7,2,2,0,2,0,0,0,2,0,9,1,8,0,0,0,3,1,0,4,1,2,0,0,0,2,4,0,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
347,19,14,2,0,128.421,0,7,6,1,4,1,0,0,1,0,0,0,3,0,6,0,5,2,1,0,3,1,0,1,0,0,0,0,0,0,1,0,5,1,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
349,12,6,4,1,126.667,0,5,1,0,3,1,2,0,3,0,0,0,1,0,1,0,5,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
352,11,10,1,0,120,0,7,3,0,1,0,0,0,5,0,0,0,0,0,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
354,20,14,2,0,124,0,8,6,0,4,2,0,0,6,0,0,0,0,0,6,0,8,0,0,0,2,2,0,2,0,0,0,0,0,0,3,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
359,16,14,1,0,120,0,8,6,0,2,0,0,0,7,0,0,0,0,0,6,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
364,6,6,0,0,120,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
365,26,17,3,1,127.692,0,8,6,3,7,1,1,0,1,0,0,0,2,0,6,0,8,0,3,0,5,1,0,2,0,1,0,0,0,0,3,0,6,1,3,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30
366,6,6,0,0,126.667,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
375,17,6,7,1,132.941,0,4,2,0,4,5,2,0,3,0,0,0,1,0,2,0,4,0,0,0,2,2,1,1,3,2,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
380,19,16,1,0,127.368,0,9,7,0,3,0,0,0,8,0,0,0,0,0,7,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,1,2,2,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
383,22,17,1,0,122.727,0,10,7,0,5,0,0,0,8,0,0,0,0,0,6,0,8,2,0,1,0,0,0,5,0,0,0,0,0,0,2,0,2,6,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
384,16,6,3,2,128.75,0,3,3,0,5,3,2,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
386,8,6,1,0,122.5,0,4,2,0,2,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
388,11,6,4,1,129.091,0,5,1,0,2,2,1,0,3,0,0,0,1,0,1,0,5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
390,15,14,1,0,122.667,0,9,5,0,1,0,0,0,7,0,0,0,0,0,5,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
391,15,14,1,0,120,0,9,5,0,1,0,0,0,7,0,0,0,0,0,5,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
