CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_O2,ns_co_N3,ns_co_C4,ns_co_C3,ns_co_C2,ns_co_N2,ns_nc_O1,ns_nc_C2,ns_nc_O2,ns_nc_C3,ns_nc_C1,ns_nc_N1,ns_nc_N2,ns_nc_N3,ns_nc_C4,ec_co_C3_N3_1,ec_co_C3_C4_1,ec_co_C3_C3_1,ec_co_C2_C3_1,ec_co_C2_C4_1,ec_co_C2_C2_1,ec_co_C2_N3_1,ec_co_C3_O2_1,ec_co_C2_C3_2,ec_co_C2_O2_1,ec_co_C2_C2_2,ec_co_C3_C3_2,ec_co_C4_C4_1,ec_co_C3_N2_2,ec_co_C2_N2_1,ec_co_N2_N2_2,ec_co_C3_N2_1,ec_co_C2_N2_2,ec_co_C4_O2_1,ec_co_N2_N3_1,ec_co_N2_N2_1,ec_co_C4_N3_1,ec_co_O2_O2_1,ec_in_O2_C3_1,ec_in_C2_C2_1,ec_in_C3_C2_1,ec_in_C3_C3_1,ec_in_C2_O2_1,ec_in_C2_C2_2,ec_in_C2_C3_1,ec_in_C3_N2_1,ec_in_O2_C2_1,ec_in_N3_C2_1,ec_in_C4_C2_1,ec_in_C3_C2_2,ec_in_C3_O2_1,ec_in_N3_C3_1,ec_in_N2_C2_1,ec_in_N2_C3_1,ec_in_C2_N2_1,ec_in_C3_N3_1,ec_in_C3_C4_1,ec_ex_C3_O1_2,ec_ex_C3_C2_1,ec_ex_C2_O1_1,ec_ex_C2_C2_1,ec_ex_C2_C1_1,ec_ex_C3_O1_1,ec_ex_C2_O1_2,ec_ex_C4_C1_1,ec_ex_O2_C1_1,ec_ex_C2_C1_2,ec_ex_C3_O2_1,ec_ex_C3_C3_1,ec_ex_C3_C1_1,ec_ex_C3_C1_2,ec_ex_C4_O1_1,ec_ex_C3_N1_1,ec_ex_N2_C3_2,ec_ex_N2_C1_1,ec_ex_C4_C2_1,ec_ex_C3_N2_1,ec_ex_N2_N1_1,ec_ex_C4_C3_1,ec_ex_C2_C3_1,ec_ex_N3_C1_1,ec_ex_C3_N3_1,ec_ex_N3_N2_1,ec_ex_N2_O1_2,ec_ex_N2_C2_2,ec_ex_O2_C2_1,ec_ex_N2_C3_1,ec_ex_N3_C3_1,ec_ex_C2_N1_3,ec_ex_C2_C2_2,ec_ex_C3_C4_1,ec_ex_N3_C2_1,ec_ex_O2_C3_1,ec_ex_C2_C3_2,ec_ex_C2_N1_1,ec_ex_N2_O1_1,ec_ex_O2_O1_1,ec_ex_C4_O2_1,nsH
3291,10,5,2,0,130,0,2,2,1,4,1,0,0,0,0,0,0,2,0,0,0,1,2,1,1,2,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3314,12,6,3,1,126.667,0,3,3,0,3,3,0,0,3,0,0,0,1,0,0,0,0,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3495,58,36,2,0,131.034,0,14,16,6,19,0,3,0,1,0,0,0,4,0,4,0,6,16,10,0,12,0,0,3,7,0,0,0,0,0,7,10,4,7,4,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
3610,14,6,6,1,125.714,0,3,3,0,3,5,0,0,3,0,0,0,0,0,0,0,0,3,3,0,2,5,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
3661,21,17,2,0,126.667,0,10,7,0,3,1,0,0,3,0,0,0,1,0,1,1,0,6,9,0,2,1,0,0,1,0,0,0,0,2,0,2,7,0,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
3767,10,6,3,1,130,0,5,1,0,2,1,1,0,3,0,0,0,1,0,0,0,0,1,4,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
4101,10,10,0,0,128,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
4114,16,13,2,0,130,0,7,6,0,2,1,0,0,5,0,0,0,1,0,2,0,0,6,5,0,1,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4133,11,6,3,1,130.909,0,4,2,0,3,1,1,0,3,0,0,0,1,0,0,0,0,2,4,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
4284,14,6,4,1,124.286,0,4,2,0,4,2,2,0,3,0,0,0,1,0,0,0,0,2,4,0,1,2,0,1,3,0,0,1,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17
4650,8,6,1,0,130,0,4,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4837,6,6,0,0,126.667,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
4904,22,21,1,0,122.727,0,17,3,1,1,0,0,0,6,0,0,0,0,0,0,1,1,2,17,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,9,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
4928,16,6,3,2,128.75,0,3,3,0,5,3,2,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19
4944,15,6,4,2,129.333,0,4,2,0,4,3,2,0,3,0,0,0,1,0,0,0,0,2,4,0,1,0,2,2,3,0,1,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
4947,15,6,5,1,133.333,0,2,4,0,5,3,1,0,3,0,0,0,1,0,0,0,0,4,2,0,4,2,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5053,25,18,3,1,124.8,0,11,6,1,5,1,1,0,5,0,0,0,2,0,2,0,1,6,9,0,1,1,0,1,4,0,0,0,0,0,2,2,5,0,2,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26
5054,8,6,1,0,130,0,4,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5102,29,21,2,0,128.276,0,9,12,0,5,2,1,0,6,0,0,0,2,0,3,0,0,12,6,0,1,0,2,1,4,0,0,0,0,0,0,6,7,0,0,0,5,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
5147,10,6,2,0,130,0,4,2,0,3,0,1,0,3,0,0,0,1,0,0,0,0,2,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5304,25,24,1,0,124.8,0,12,11,1,1,0,0,0,4,0,0,0,1,0,1,2,1,9,11,0,1,0,0,0,0,0,0,0,0,4,3,5,5,1,4,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
5610,10,6,3,1,126,0,4,2,0,2,2,0,0,3,0,0,0,0,0,0,0,0,2,4,0,1,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
5794,24,9,12,2,128.333,0,5,4,0,2,13,0,0,3,0,0,0,0,0,2,0,0,4,3,0,0,10,3,0,2,0,0,0,0,0,0,1,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
5798,9,9,0,0,124.444,0,7,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5906,12,6,3,1,128.333,0,4,2,0,4,0,2,0,3,0,0,0,0,0,0,0,0,2,4,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
5953,24,19,2,0,125,0,10,9,0,3,2,0,0,5,0,0,0,1,0,0,1,0,8,9,1,1,1,1,0,2,0,0,0,0,1,0,4,8,0,1,2,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
5979,25,24,1,0,124.8,0,12,11,1,1,0,0,0,4,0,0,0,1,0,1,2,1,9,11,0,1,0,0,0,0,0,0,0,0,4,3,5,5,1,4,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
5988,23,12,2,0,139.13,0,3,8,1,8,3,0,0,0,0,0,0,0,0,3,0,1,8,0,0,8,3,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
5999,40,19,3,2,135.5,0,4,14,1,14,5,2,0,0,0,0,0,3,0,4,0,1,14,0,0,8,2,0,2,2,4,3,0,0,0,2,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,1,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
6051,15,14,1,0,124,0,11,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,3,9,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6053,17,14,2,0,123.529,0,11,3,0,2,0,1,0,7,0,0,0,0,0,0,0,0,3,9,2,0,0,0,0,2,0,0,1,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
6057,13,6,4,1,130.769,0,4,2,0,4,1,2,0,3,0,0,0,1,0,0,0,0,2,4,0,3,1,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6115,7,6,1,0,122.857,0,5,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
6129,15,10,4,1,126.667,0,7,3,0,2,2,1,0,5,0,0,0,1,0,0,0,0,3,7,0,1,0,1,1,1,0,1,0,0,0,0,2,1,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6140,12,6,4,1,128.333,0,5,1,0,3,1,2,0,3,0,0,0,1,0,0,0,0,1,5,0,2,1,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
6197,20,14,1,0,129,0,6,8,0,6,0,0,0,0,0,0,0,3,0,0,0,0,8,5,1,4,0,0,0,2,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
6221,28,17,6,1,121.429,0,10,6,1,6,3,2,0,2,0,0,0,1,0,0,0,1,6,10,0,1,3,0,2,5,0,0,0,0,0,2,2,7,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
6274,11,5,4,1,132.727,0,4,1,0,3,1,2,0,2,0,0,0,1,0,0,0,0,1,2,2,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6281,54,43,1,0,129.63,0,21,19,3,11,0,0,0,1,0,0,0,1,0,7,0,3,19,14,0,6,0,0,0,5,0,0,0,0,0,4,8,15,3,4,0,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
6466,25,17,2,0,129.6,0,7,6,4,7,0,1,0,1,0,0,0,3,0,1,0,4,6,6,0,5,0,0,1,2,0,0,0,0,0,8,1,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
6492,10,10,0,0,120,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
6544,10,6,1,0,124,0,3,2,1,4,0,0,0,1,0,0,0,1,0,0,0,1,2,3,0,1,0,0,0,3,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6616,10,7,1,0,120,0,3,3,1,3,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,0,0,0,3,0,0,0,0,0,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6623,17,13,1,0,124.706,0,8,4,1,4,0,0,0,6,0,0,0,0,0,0,0,1,4,8,0,2,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6629,11,6,3,1,127.273,0,5,1,0,3,1,0,1,3,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12
6641,20,16,1,0,124,0,12,2,2,4,0,0,0,6,0,0,0,0,0,2,0,2,2,10,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,4,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
6654,10,7,1,0,120,0,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,3,0,0,0,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6719,26,23,1,0,124.615,0,14,9,0,3,0,0,0,9,0,0,0,3,0,0,0,0,9,14,0,3,0,0,0,0,0,0,0,0,0,0,9,2,0,6,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6734,12,12,0,0,120,0,8,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6758,29,21,2,0,128.276,0,9,12,0,5,2,1,0,6,0,0,0,2,0,3,0,0,12,6,0,1,0,2,1,4,0,0,0,0,0,0,6,7,0,0,0,5,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
6759,27,14,6,1,131.852,0,5,9,0,8,2,3,0,5,0,0,0,2,0,0,1,0,8,2,3,6,2,0,3,2,0,0,0,0,2,0,3,2,0,0,0,0,2,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
6780,16,14,1,0,125,0,8,6,0,2,0,0,0,6,0,0,0,2,0,0,0,0,6,8,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
